,release_month,sy_snum,sy_pnum,cb_flag,ttv_flag,pl_nnotes,elon,elat,glon,glat,dec,ra,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,release_year,st_nphot,st_nrvc,pl_controv_flag,disc_year,sy_tmag,sy_kmag,sy_jmag,sy_hmag,sy_vmag,sy_pm,sy_pmdec,sy_pmra,pl_orbper,sy_gaiamag,st_rad,sy_bmag,sy_dist,st_teff,sy_w2mag,sy_w1mag,sy_w3mag,sy_w4mag,sy_plx,st_logg,st_mass,soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Published Confirmed,pl_tsystemref_BJD,pl_tsystemref_BJD-TDB,pl_tsystemref_BJD-UTC,pl_tsystemref_HJD,pl_tsystemref_JD,log radius
31233,5,1,1,0,0,1,293.89688,63.63979,71.28544,16.82858,41.3463859,283.8643937,0,0,0,0,2016,0,0,0,2016.0,15.0175,13.785,14.306,13.934,15.888,10.5927354,-10.1971,2.86796,3.709870645,15.5462,0.88,16.619,1277.33,5513.0,13.851,13.821,12.337,9.292,0.754456,4.52,0.92,False,True,False,False,False,False,True,0.615950051656401
31242,5,1,1,0,0,1,301.37448,62.73903,72.6536,13.59929,41.3017465,288.5099994,0,0,0,0,2016,0,0,0,2016.0,14.9182,13.799,14.255,13.87,15.716,3.9459355,-3.88715,-0.678581,16.32976218,15.432,0.91,16.042,1995.57,5612.0,13.72,13.702,12.868,8.946,0.471886,4.5,0.94,False,True,False,False,False,False,True,0.5658478186735176
31249,10,1,1,0,0,1,301.36007,62.5204,72.4778,13.4628,41.0897335,288.5814928,0,0,0,0,2015,1,1,0,2009.0,12.4532,11.535,11.833,11.601,13.008,21.1570086,-20.9495,-2.95592,4.8854892,12.8649,1.966,13.62,922.562,5933.0,11.551,11.51,11.671,8.917,1.05545,3.98,1.359,False,True,True,False,False,False,False,1.2596177190397886
31268,5,1,1,0,0,1,299.37339,63.26611,72.47787,14.63554,41.5657775,287.154224,0,0,0,0,2016,0,0,0,2016.0,14.6754,13.569,13.935,13.585,15.202,8.5188859,-3.42928,-7.79817,80.8720639,15.1916,0.96,16.1,1491.76,5692.0,13.51,13.503,12.624,9.44,0.641631,4.47,0.98,False,True,False,False,False,False,True,0.7774268223893114
31276,5,1,1,0,0,1,302.34123,62.95565,73.11839,13.40611,41.6333125,288.99418,0,0,0,0,2016,0,0,0,2016.0,14.4253,13.141,13.656,13.279,15.056,7.2026586,5.39599,4.77091,10.35533177,14.9683,0.84,16.021,774.152,5343.0,13.248,13.186,12.851,9.311,1.26317,4.54,0.88,False,True,False,False,False,False,True,0.45331834004703764
31292,5,1,1,0,0,1,309.84392,61.83792,74.77781,10.13841,41.6617245,293.8781041,0,0,0,0,2016,0,0,0,2016.0,14.7404,13.492,13.968,13.532,15.437,7.5530087,-6.91694,3.03379,10.52629406,15.3098,0.86,16.483,992.071,5419.0,13.445,13.386,12.993,9.003,0.980145,4.53,0.9,False,True,False,False,False,False,True,0.9623693356700211
31294,5,1,1,0,0,1,317.54746,60.45424,76.79525,6.71348,41.742699,299.1868586,0,0,0,0,2016,0,0,0,2016.0,14.727,13.62,13.981,13.644,15.599,2.2764187,0.609306,-2.19336,4.583521756,15.2533,1.27,16.842,1156.83,6185.0,13.653,13.572,12.521,8.522,0.837436,4.29,1.18,False,True,False,False,False,False,True,0.9138138523837167
31304,5,1,1,0,0,1,293.22313,64.20642,71.60711,17.38918,41.8370942,283.3163671,0,0,0,0,2016,0,0,0,2016.0,14.7176,13.557,13.955,13.626,15.454,8.4403889,-6.80074,-4.99901,3.76182115,15.2487,0.96,16.256,1228.83,5616.0,13.592,13.528,12.793,9.079001,0.785395,4.46,0.97,False,True,False,False,False,False,True,0.41664050733828095
31322,5,1,1,0,0,1,303.26409,63.01589,73.44989,13.13184,41.8120234,289.5085612,0,0,0,0,2016,0,0,0,2016.0,14.7738,12.536,13.446,12.778,16.331,21.159509,-18.2242,10.7519,56.0560538,15.8521,0.51,17.895,276.881,3722.0,12.41,12.435,12.494,9.45,3.58381,4.75,0.53,False,True,False,False,False,False,True,0.3242824552976926
31329,5,1,1,0,0,1,304.24737,63.19627,73.89376,12.92363,42.1164698,290.007564,0,0,0,0,2016,0,0,0,2016.0,14.4221,13.004,13.604,13.106,15.022,2.0036196,0.0906038,-2.00157,2.237492751,14.9969,0.76,15.834,591.776,5099.0,13.096,13.046,12.679,9.432,1.66115,4.58,0.8,False,True,False,False,False,False,True,0.12385164096708581
31339,5,1,1,0,0,1,310.15658,62.37091,75.25343,10.43247,42.2125159,293.8164588,0,0,0,0,2016,0,0,0,2016.0,14.9978,13.871,14.32,13.958,15.61,2.0491273,1.80661,0.966997,3.167891938,15.5076,0.96,16.427,1394.22,5692.0,13.944,13.879,12.478,9.119,0.689524,4.47,0.97,False,True,False,False,False,False,True,0.46686762035410945
31349,5,1,1,0,0,1,307.68564,62.95652,74.82489,11.63797,42.3803077,292.105272,0,0,0,0,2016,0,0,0,2016.0,14.604,13.145,13.753,13.284,15.261,8.1119374,4.64634,6.64944,16.08524954,15.1971,0.77,16.516,664.843,5071.0,13.258,13.211,12.571,9.135,1.47578,4.58,0.8,False,True,False,False,False,False,True,0.4653828514484183
31357,5,1,1,0,0,1,307.69911,63.28897,75.06752,11.87064,42.6961308,291.9641255,0,0,0,0,2016,0,0,0,2016.0,14.5042,13.378,13.806,13.397,15.071,6.7704914,-3.60498,-5.73094,4.347285527,15.0109,0.91,15.712,1448.34,5611.0,13.348,13.327,12.382,8.948,0.661901,4.5,0.94,False,True,False,False,False,False,True,0.2741578492636798
31368,5,1,1,0,0,1,315.99971,61.96417,77.1069,8.36869,42.8398172,297.4600468,0,0,0,0,2016,0,0,0,2016.0,14.6716,13.061,13.697,13.2,15.635,22.669246,-21.0272,8.47063,23.58914398,15.3293,0.8,17.26,624.575,5222.0,13.137,13.041,12.824,9.649,1.57292,4.56,0.84,False,True,False,False,False,False,True,0.5327543789924978
31377,5,1,2,0,0,1,312.34807,62.75946,76.28323,10.05381,42.9351987,294.9096739,0,0,0,0,2016,0,0,0,2016.0,15.2588,13.841,14.399,13.982,16.161,11.3330615,-9.93678,-5.44965,21.02247699,15.8543,0.78,16.635,872.493,5148.0,13.941,13.882,12.504,9.346,1.11938,4.58,0.84,False,True,False,False,False,False,True,0.5327543789924978
31386,5,1,2,0,0,1,312.34807,62.75946,76.28323,10.05381,42.9351987,294.9096739,0,0,0,0,2016,0,0,0,2016.0,15.2588,13.841,14.399,13.982,16.161,11.3330615,-9.93678,-5.44965,226.89047,15.8543,0.78,16.635,872.493,5148.0,13.941,13.882,12.504,9.346,1.11938,4.58,0.84,False,True,False,False,False,False,True,0.6857417386022636
31396,5,1,1,0,0,1,313.52348,62.64633,76.6273,9.61971,43.0297781,295.6513819,0,0,0,0,2016,0,0,0,2016.0,14.5065,13.3,13.802,13.454,15.171,17.4397081,-7.94682,-15.5239,7.411141,15.0191,0.99,15.91,1089.87,5785.0,13.375,13.325,12.894,9.421,0.889572,4.44,0.98,False,True,False,False,False,False,True,0.3944516808262163
31408,5,1,1,0,0,1,292.89137,65.7057,72.84822,18.32302,43.2727437,282.6994685,0,0,0,0,2016,0,0,0,2016.0,14.8024,13.825,14.164,13.875,15.43,4.4288522,-0.134152,-4.42682,8.098887986,15.2407,1.12,15.972,2083.37,5995.0,13.929,13.836,12.935,9.121,0.4506,4.37,1.09,False,True,False,False,False,False,True,0.9854264740830017
31418,5,1,1,0,0,1,294.55336,65.66065,73.20413,17.7265,43.3793638,283.6307971,0,0,0,0,2016,0,0,0,2016.0,14.5776,13.592,13.984,13.655,15.204,6.4092899,-6.40435,0.251592,10.00652995,15.0333,1.04,15.996,1327.44,5871.0,13.688,13.598,13.006,9.575,0.724763,4.42,1.04,False,True,False,False,False,False,True,0.5740312677277188
31432,5,1,2,0,0,1,305.73204,64.29401,75.17704,13.19467,43.3638577,290.3931809,0,0,0,0,2016,0,0,0,2016.0,14.5671,13.135,13.67,13.249,15.314,5.5450773,-4.10489,-3.72797,10.37168453,15.1555,0.78,16.332,635.009,5099.0,13.229,13.168,12.929,9.185,1.54618,4.58,0.83,False,True,False,False,False,False,True,0.4623979978989561
31445,5,1,1,0,0,1,309.73584,63.65121,75.99435,11.50324,43.346345,292.9655071,0,0,0,0,2016,0,0,0,2016.0,15.1332,13.996,14.43,13.966,15.756,8.4786752,-7.07573,-4.6714,4.40840023,15.6239,0.85,16.607,2805.48,5485.0,13.971,13.891,13.134,9.011,0.326221,4.53,0.88,False,True,False,False,False,False,True,0.38381536598043126
31463,5,1,1,0,0,1,319.55307,61.95221,78.46264,7.37548,43.5035173,299.5618676,0,0,0,0,2016,0,0,0,2016.0,14.7344,13.604,14.005,13.679,15.399,10.6289704,-9.66796,-4.41651,2.052349905,15.2456,1.3,16.351,1302.33,6191.0,13.687,13.63,12.29,9.414,0.740122,4.28,1.18,False,True,False,False,False,False,True,1.2190603324488614
31465,5,1,1,0,0,1,314.06803,63.46885,77.35144,10.09763,43.8844116,295.5360628,0,0,0,0,2016,0,0,0,2016.0,15.3751,14.126,14.572,14.207,16.128,9.3521251,-8.42052,-4.06904,5.007317779,15.9037,0.98,16.724,2497.51,5777.0,14.08,14.054,12.607,8.985,0.372623,4.45,0.99,False,True,False,False,False,False,True,0.9304395947667001
31483,5,1,1,0,0,1,318.84421,62.8376,78.7025,8.28944,44.1709388,298.6356478,0,0,0,0,2016,0,0,0,2016.0,14.5892,13.243,13.785,13.39,15.462,1.8289038,-0.739751,-1.67262,4.708326542,15.1635,0.92,16.372,1065.37,5618.0,13.25,13.18,10.842,8.244,0.91115,4.49,0.95,False,True,False,False,False,False,True,0.9247959957979122
31490,5,1,1,0,0,1,296.58429,66.59264,74.49933,17.58273,44.4803776,284.4305132,0,0,0,0,2016,0,0,0,2016.0,15.039,13.627,14.187,13.739,15.963,28.0694045,-28.0234,1.6064,5.392025388,15.6428,0.78,17.031,926.598,5075.0,13.664,13.659,12.698,8.707,1.0515,4.58,0.82,False,True,False,False,False,False,True,0.42160392686983106
31494,5,1,2,0,0,1,306.43822,65.45204,76.24955,13.78052,44.5564051,290.2632874,0,0,0,0,2016,0,0,0,2016.0,14.9054,13.841,14.261,13.949,15.489,9.6232299,-9.008,-3.38563,4.093573252,15.3733,1.05,16.46,1239.5,5863.0,13.825,13.848,13.132,9.203,0.778495,4.41,1.03,False,True,False,False,False,False,True,0.41995574848975786
31508,5,1,2,0,0,1,306.43822,65.45204,76.24955,13.78052,44.5564051,290.2632874,0,0,0,0,2016,0,0,0,2016.0,14.9054,13.841,14.261,13.949,15.489,9.6232299,-9.008,-3.38563,105.144749,15.3733,1.05,16.46,1239.5,5863.0,13.825,13.848,13.132,9.203,0.778495,4.41,1.03,False,True,False,False,False,False,True,0.45024910831936105
31526,5,1,1,0,0,1,311.69427,64.87307,77.4756,11.83709,44.7927823,293.4548441,0,0,0,0,2016,0,0,0,2016.0,14.5768,13.367,13.873,13.442,15.284,7.9771818,-7.30126,-3.21357,3.314946338,15.1206,0.86,16.308,853.119,5437.0,13.413,13.331,12.477,9.43,1.14399,4.53,0.9,False,True,False,False,False,False,True,0.5171958979499743
31549,5,1,1,0,0,1,309.04531,65.4089,77.00796,12.98527,44.8873466,291.7172776,0,0,0,0,2016,0,0,0,2016.0,14.5161,13.329,13.81,13.381,15.362,9.2501943,7.12371,-5.90075,21.80451088,15.035,0.85,16.036,762.081,5452.0,13.264,13.203,12.626,9.178001,1.28374,4.53,0.88,False,True,False,False,False,False,True,0.5132176000679389
31556,5,1,1,0,0,1,314.05056,64.71959,78.15281,11.06917,45.0344155,294.8469333,0,0,0,0,2016,0,0,0,2016.0,14.7832,13.432,13.987,13.593,15.453,3.9647503,2.52694,3.05513,5.154484417,15.352,0.86,16.431,831.842,5441.0,13.48,13.475,12.997,9.226,1.17409,4.53,0.89,False,True,False,False,False,False,True,0.40312052117581787
31566,5,1,1,0,0,1,308.23808,65.77776,77.02592,13.48226,45.1155087,291.0923621,0,0,0,0,2016,0,0,0,2016.0,15.0215,13.937,14.384,13.994,15.585,7.6102554,-7.20023,2.46428,5.743477265,15.5249,0.93,16.272,1765.23,5660.0,13.804,13.755,12.555,9.463,0.537709,4.49,0.95,False,True,False,False,False,False,True,0.5237464668115644
31579,5,1,1,0,0,1,300.57085,67.12506,75.93249,16.65485,45.4142664,286.3600604,0,0,0,0,2016,0,0,0,2016.0,15.0725,14.086,14.471,14.028,15.567,10.458622,-7.5451,-7.24253,3.166353714,15.5472,0.91,16.138,1921.15,5633.0,14.106,13.998,12.352,9.474,0.4911,4.5,0.94,False,True,False,False,False,False,True,0.5538830266438743
31585,1,1,2,0,0,1,299.28963,67.44274,75.874,17.24014,45.578842,285.5547895,0,0,0,0,2019,0,0,0,2016.0,15.1401,14.102,14.471,14.182,15.782,5.4834702,-1.48792,-5.27774,6.491682808,15.6113,1.411,16.639,1935.04,5620.0,14.172,14.057,12.433,9.418,0.487243,4.162,1.047,False,True,False,True,False,False,False,1.0909595543228765
31596,1,1,2,0,0,0,299.28963,67.44274,75.874,17.24014,45.578842,285.5547895,0,0,0,0,2019,0,0,0,2018.0,15.1401,14.102,14.471,14.182,15.782,5.4834702,-1.48792,-5.27774,2.85188338,15.6113,1.411,16.639,1935.04,5620.0,14.172,14.057,12.433,9.418,0.487243,4.162,1.047,False,True,False,True,False,False,False,0.19569490484288948
31611,5,1,2,0,0,1,296.31271,68.14707,75.77244,18.56374,45.9585288,283.7317274,0,0,0,0,2016,0,0,0,2016.0,13.9669,11.721,12.596,11.952,16.53,66.8145532,-52.6457,-41.1414,9.467814048,15.0519,0.46,17.9,174.826,3631.0,11.559,11.594,11.558,9.076,5.6912,4.79,0.49,False,True,False,False,False,False,True,0.33845649360460484
31625,5,1,2,0,0,1,296.31271,68.14707,75.77244,18.56374,45.9585288,283.7317274,0,0,0,0,2016,0,0,0,2016.0,13.9669,11.721,12.596,11.952,16.53,66.8145532,-52.6457,-41.1414,0.893041236,15.0519,0.46,17.9,174.826,3631.0,11.559,11.594,11.558,9.076,5.6912,4.79,0.49,False,True,False,False,False,False,True,0.10380372095595687
31632,5,1,1,0,1,1,312.03076,66.02776,78.36431,12.6107,45.9147063,293.0181882,0,0,0,0,2016,0,0,0,2016.0,14.8436,13.648,14.141,13.726,15.561,12.6434351,-0.183737,-12.6421,20.83424726,15.3954,0.86,16.205,916.706,5418.0,13.616,13.551,12.334,9.544,1.06253,4.53,0.9,False,True,False,False,False,False,True,0.45024910831936105
31639,5,1,1,0,0,1,318.31556,64.99438,79.78237,10.1788,46.0273893,297.0456122,0,0,0,0,2016,0,0,0,2016.0,13.8732,12.668,13.107,12.746,14.469,4.363281,1.45392,-4.11392,6.104852856,14.4119,0.78,15.534,1157.21,5326.0,12.658,12.603,12.728,9.173,0.835647,4.59,0.85,False,True,False,False,False,False,True,0.5514499979728752
31652,5,1,1,0,0,1,298.18622,68.17885,76.22744,18.01603,46.1721391,284.6888328,0,0,0,0,2016,0,0,0,2016.0,14.784,13.453,13.94,13.496,15.492,25.183239,-22.537,-11.2374,11.51516988,15.3849,0.8,16.489,695.059,5107.0,13.383,13.327,12.417,9.083,1.41042,4.57,0.85,False,True,False,False,False,False,True,0.46982201597816303
